pid,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,frp,sensortype,source
82324,23.88155,120.42035,332.28,0.46,0.47,2024/1/11,533000,NPP,nominal,1.7,VIIRS,NASA
82323,23.8413,120.58236,330.63,0.47,0.48,2024/1/11,533000,NPP,nominal,2.71,VIIRS,NASA
82322,22.50755,120.42902,340.37,0.45,0.47,2024/1/11,533000,NPP,nominal,3.14,VIIRS,NASA
82319,23.74659,120.31228,298.04,0.4,0.6,2024/1/10,1821000,NPP,nominal,0.28,VIIRS,NASA
82315,23.65596,120.1895,296.93,0.38,0.59,2024/1/9,1700000,NPP,nominal,0.33,VIIRS,NASA
82316,23.62991,120.29031,318.5,0.38,0.59,2024/1/9,1700000,NPP,nominal,1.3,VIIRS,NASA
82318,22.48602,120.40727,299.77,0.36,0.57,2024/1/9,1700000,NPP,nominal,0.72,VIIRS,NASA
82313,24.02525,120.38874,339.01,0.51,0.41,2024/1/8,450000,NPP,nominal,10.12,VIIRS,NASA
82312,23.83991,120.37178,327.74,0.52,0.41,2024/1/8,450000,NPP,nominal,3.5,VIIRS,NASA
82300,24.99132,121.10181,296.53,0.38,0.36,2024/1/7,1736000,NPP,nominal,0.5,VIIRS,NASA
82305,23.41283,120.3204,295.4,0.39,0.36,2024/1/7,1738000,NPP,nominal,0.26,VIIRS,NASA
82306,22.85267,120.19938,298.95,0.39,0.36,2024/1/7,1738000,NPP,nominal,0.2,VIIRS,NASA
82311,22.48564,120.40739,303.88,0.38,0.36,2024/1/7,1738000,NPP,nominal,0.69,VIIRS,NASA
82299,24.98222,121.04184,344.71,0.39,0.37,2024/1/7,510000,NPP,nominal,9.88,VIIRS,NASA
82292,23.83446,120.36147,330.04,0.56,0.43,2024/1/6,527000,NPP,nominal,2.88,VIIRS,NASA
82289,24.5857,121.85201,298.14,0.38,0.58,2024/1/5,1815000,NPP,nominal,0.37,VIIRS,NASA
82288,24.19336,121.22835,325.11,0.42,0.61,2024/1/5,548000,NPP,nominal,2.88,VIIRS,NASA
82287,23.95629,120.59442,338.64,0.38,0.58,2024/1/5,548000,NPP,nominal,2.21,VIIRS,NASA
82282,22.00516,120.80856,301.3,0.42,0.46,2024/1/3,1711000,NPP,nominal,0.87,VIIRS,NASA
82277,22.48555,120.4082,301.7,0.4,0.37,2024/1/2,1732000,NPP,nominal,0.3,VIIRS,NASA
82272,23.89757,120.30925,335.25,0.46,0.39,2024/1/1,522000,NPP,nominal,5.96,VIIRS,NASA
82271,24.3081,120.74321,297.53,0.51,0.66,2023/12/30,1825000,NPP,nominal,0.41,VIIRS,NASA
82268,26.23236,120.0051,328.4,0.46,0.47,2023/12/26,535000,NPP,nominal,4.39,VIIRS,NASA
82265,24.88318,120.95383,334.6,0.41,0.6,2023/12/25,1819000,NPP,nominal,3.63,VIIRS,NASA
82261,24.31703,120.71301,299.39,0.36,0.58,2023/12/24,1658000,NPP,nominal,0.48,VIIRS,NASA
82259,23.37629,120.18671,295.43,0.39,0.44,2023/12/23,1717000,NPP,nominal,1.31,VIIRS,NASA
82257,24.80264,120.91324,330.76,0.39,0.36,2023/12/22,510000,NPP,nominal,4.49,VIIRS,NASA
82254,24.43575,120.66699,304.57,1.35,1.15,2023/12/22,153000,teradb,59,10.42,MODIS,NASA
82255,24.43419,120.68009,305.39,1.34,1.15,2023/12/22,153000,teradb,61,11.44,MODIS,NASA
82250,22.48625,120.40756,301.41,0.41,0.37,2023/12/17,1732000,NPP,nominal,0.57,VIIRS,NASA
82242,23.97211,120.74655,315.9,1.25,1.11,2023/12/16,527000,aquadb,76,15.54,MODIS,NASA
82237,24.13373,121.63616,307.88,0.5,0.66,2023/12/14,1645000,NPP,nominal,1.27,VIIRS,NASA
82230,22.8552,120.60116,310.22,0.44,0.46,2023/12/10,1802000,NPP,nominal,0.93,VIIRS,NASA
82228,23.74347,120.35725,298.75,0.4,0.6,2023/12/9,1819000,NPP,nominal,0.35,VIIRS,NASA
82229,22.44274,120.58282,305.7,0.44,0.62,2023/12/9,1821000,NPP,nominal,0.53,VIIRS,NASA
82227,24.242293,120.822033,367,0.59,0.7,2023/12/9,414000,NPP,high,22.26,VIIRS,NASA
82225,24.23855,120.82044,309.65,1.09,1.04,2023/12/9,531000,aquadb,69,4.92,MODIS,NASA
82226,24.235525,120.822715,354.71,0.59,0.7,2023/12/9,414000,NPP,nominal,8.97,VIIRS,NASA
82222,22.59142,120.38808,304.07,0.36,0.58,2023/12/8,1700000,NPP,nominal,0.76,VIIRS,NASA
82223,22.58607,120.3874,298.99,0.36,0.58,2023/12/8,1700000,NPP,nominal,0.76,VIIRS,NASA
82220,23.85193,120.44296,326.38,0.32,0.55,2023/12/8,431000,NPP,nominal,0.79,VIIRS,NASA
82215,23.39668,120.19801,309.77,1.03,1.01,2023/12/7,546000,aquadb,39,3.51,MODIS,NASA
82216,23.39532,120.18812,349.52,1.03,1.01,2023/12/7,546000,aquadb,96,58.49,MODIS,NASA
82211,24.72577,120.99323,299.73,0.38,0.36,2023/12/6,1736000,NPP,nominal,0.65,VIIRS,NASA
82212,23.82334,120.4563,307.06,0.39,0.36,2023/12/6,1738000,NPP,nominal,0.71,VIIRS,NASA
82199,23.877315,120.303165,296.86,0.48,0.48,2023/12/2,1711000,NPP,nominal,0.61,VIIRS,NASA
82200,23.82211,120.45355,302.48,0.47,0.48,2023/12/2,1711000,NPP,nominal,0.55,VIIRS,NASA
82201,23.697375,120.391965,299.97,0.47,0.48,2023/12/2,1711000,NPP,nominal,0.73,VIIRS,NASA
82198,23.56444,120.35418,327.95,0.43,0.46,2023/12/2,444000,NPP,nominal,1.52,VIIRS,NASA
82192,23.016,120.31367,301.23,0.44,0.38,2023/11/30,1749000,NPP,nominal,0.72,VIIRS,NASA
82185,23.27877,120.35908,295.93,0.59,0.7,2023/11/28,1645000,NPP,nominal,2.92,VIIRS,NASA
82186,23.27264,120.35244,311.4,0.59,0.7,2023/11/28,1645000,NPP,nominal,2.92,VIIRS,NASA
82183,22.033663,120.737453,305.46,1.08,1.04,2023/11/28,1815000,aquadb,31,7.41,MODIS,NASA
82189,22.02716,120.73742,324.77,0.57,0.69,2023/11/28,1828000,NPP,nominal,4.27,VIIRS,NASA
82182,23.27663,120.36312,307.15,1.03,1.01,2023/11/28,1815000,aquadb,70,8.67,MODIS,NASA
82187,23.272895,120.35896,313.01,0.59,0.7,2023/11/28,1645000,NPP,nominal,5.38,VIIRS,NASA
82188,22.02938,120.73593,347.01,0.54,0.68,2023/11/28,1647000,NPP,nominal,6.19,VIIRS,NASA
82173,23.77232,120.25976,300.74,0.48,0.4,2023/11/26,1724000,NPP,nominal,0.6,VIIRS,NASA
82172,24.0324,120.38828,331.57,0.44,0.38,2023/11/26,457000,NPP,nominal,2.98,VIIRS,NASA
82171,23.84637,120.52881,325.67,0.43,0.38,2023/11/26,457000,NPP,low,1.75,VIIRS,NASA
82163,23.82367,120.45396,311.36,0.39,0.36,2023/11/25,1743000,NPP,nominal,0.75,VIIRS,NASA
82166,22.97777,120.24122,319.94,0.39,0.36,2023/11/25,1743000,NPP,nominal,1.56,VIIRS,NASA
82155,24.831807,120.959742,315.68,1.01,1.01,2023/11/25,516000,aquadb,64,9.98,MODIS,NASA
82162,24.51154,120.775085,331.62,0.42,0.38,2023/11/25,516000,NPP,nominal,2.61,VIIRS,NASA
82161,23.86671,120.4744,325.9,0.41,0.37,2023/11/25,516000,NPP,low,0.6,VIIRS,NASA
82160,23.80112,120.60431,338.22,0.41,0.37,2023/11/25,516000,NPP,nominal,3.67,VIIRS,NASA
82159,23.79881,120.61296,325.81,0.41,0.37,2023/11/25,516000,NPP,low,1.72,VIIRS,NASA
82158,23.47802,120.30915,337.33,0.4,0.37,2023/11/25,516000,NPP,nominal,24.94,VIIRS,NASA
82155,24.831,120.96,315.7,1,1,2023/11/25,53429000,AQUA,64,9.9,MODIS,CWB
82156,24.82912,120.950013,311.12,1.01,1.01,2023/11/25,53429000,aquadb,46,6.29,MODIS,NASA
82153,24.51547,120.79997,342.95,0.5,0.49,2023/11/24,533000,NPP,nominal,8.37,VIIRS,NASA
82152,24.26121,120.58047,339.39,0.48,0.48,2023/11/24,533000,NPP,nominal,7.03,VIIRS,NASA
82151,23.7835,120.63175,325.13,0.48,0.48,2023/11/24,533000,NPP,low,2.1,VIIRS,NASA
82135,23.85982,120.47105,325.69,0.32,0.55,2023/11/22,431000,NPP,low,1.23,VIIRS,NASA
82141,23.8241,120.45631,302.65,0.37,0.58,2023/11/22,1700000,NPP,nominal,0.38,VIIRS,NASA
82142,23.64877,120.36559,298.67,0.37,0.58,2023/11/22,1700000,NPP,nominal,0.34,VIIRS,NASA
82143,22.87782,121.2093,298.8,0.32,0.55,2023/11/22,1700000,NPP,nominal,0.16,VIIRS,NASA
82135,23.85982,120.47105,325.69,0.32,0.55,2023/11/22,431000,NPP,low,1.23,VIIRS,NASA
82141,23.8241,120.45631,302.65,0.37,0.58,2023/11/22,1700000,NPP,nominal,0.38,VIIRS,NASA
82142,23.64877,120.36559,298.67,0.37,0.58,2023/11/22,1700000,NPP,nominal,0.34,VIIRS,NASA
82143,22.87782,121.2093,298.8,0.32,0.55,2023/11/22,1700000,NPP,nominal,0.16,VIIRS,NASA
82135,23.85982,120.47105,325.69,0.32,0.55,2023/11/22,431000,NPP,low,1.23,VIIRS,NASA
82141,23.8241,120.45631,302.65,0.37,0.58,2023/11/22,1700000,NPP,nominal,0.38,VIIRS,NASA
82142,23.64877,120.36559,298.67,0.37,0.58,2023/11/22,1700000,NPP,nominal,0.34,VIIRS,NASA
82143,22.87782,121.2093,298.8,0.32,0.55,2023/11/22,1700000,NPP,nominal,0.16,VIIRS,NASA
82135,23.85982,120.47105,325.69,0.32,0.55,2023/11/22,431000,NPP,low,1.23,VIIRS,NASA
82141,23.8241,120.45631,302.65,0.37,0.58,2023/11/22,1700000,NPP,nominal,0.38,VIIRS,NASA
82142,23.64877,120.36559,298.67,0.37,0.58,2023/11/22,1700000,NPP,nominal,0.34,VIIRS,NASA
82143,22.87782,121.2093,298.8,0.32,0.55,2023/11/22,1700000,NPP,nominal,0.16,VIIRS,NASA
82135,23.85982,120.47105,325.69,0.32,0.55,2023/11/22,431000,NPP,low,1.23,VIIRS,NASA
82141,23.8241,120.45631,302.65,0.37,0.58,2023/11/22,1700000,NPP,nominal,0.38,VIIRS,NASA
82142,23.64877,120.36559,298.67,0.37,0.58,2023/11/22,1700000,NPP,nominal,0.34,VIIRS,NASA
82143,22.87782,121.2093,298.8,0.32,0.55,2023/11/22,1700000,NPP,nominal,0.16,VIIRS,NASA
82135,23.85982,120.47105,325.69,0.32,0.55,2023/11/22,431000,NPP,low,1.23,VIIRS,NASA
82141,23.8241,120.45631,302.65,0.37,0.58,2023/11/22,1700000,NPP,nominal,0.38,VIIRS,NASA
82142,23.64877,120.36559,298.67,0.37,0.58,2023/11/22,1700000,NPP,nominal,0.34,VIIRS,NASA
82143,22.87782,121.2093,298.8,0.32,0.55,2023/11/22,1700000,NPP,nominal,0.16,VIIRS,NASA
82135,23.85982,120.47105,325.69,0.32,0.55,2023/11/22,431000,NPP,low,1.23,VIIRS,NASA
82141,23.8241,120.45631,302.65,0.37,0.58,2023/11/22,1700000,NPP,nominal,0.38,VIIRS,NASA
82142,23.64877,120.36559,298.67,0.37,0.58,2023/11/22,1700000,NPP,nominal,0.34,VIIRS,NASA
82143,22.87782,121.2093,298.8,0.32,0.55,2023/11/22,1700000,NPP,nominal,0.16,VIIRS,NASA
82135,23.85982,120.47105,325.69,0.32,0.55,2023/11/22,431000,NPP,low,1.23,VIIRS,NASA
82141,23.8241,120.45631,302.65,0.37,0.58,2023/11/22,1700000,NPP,nominal,0.38,VIIRS,NASA
82142,23.64877,120.36559,298.67,0.37,0.58,2023/11/22,1700000,NPP,nominal,0.34,VIIRS,NASA
82143,22.87782,121.2093,298.8,0.32,0.55,2023/11/22,1700000,NPP,nominal,0.16,VIIRS,NASA
82135,23.85982,120.47105,325.69,0.32,0.55,2023/11/22,431000,NPP,low,1.23,VIIRS,NASA
82141,23.8241,120.45631,302.65,0.37,0.58,2023/11/22,1700000,NPP,nominal,0.38,VIIRS,NASA
82142,23.64877,120.36559,298.67,0.37,0.58,2023/11/22,1700000,NPP,nominal,0.34,VIIRS,NASA
82143,22.87782,121.2093,298.8,0.32,0.55,2023/11/22,1700000,NPP,nominal,0.16,VIIRS,NASA
82135,23.85982,120.47105,325.69,0.32,0.55,2023/11/22,431000,NPP,low,1.23,VIIRS,NASA
82141,23.8241,120.45631,302.65,0.37,0.58,2023/11/22,1700000,NPP,nominal,0.38,VIIRS,NASA
82142,23.64877,120.36559,298.67,0.37,0.58,2023/11/22,1700000,NPP,nominal,0.34,VIIRS,NASA
82143,22.87782,121.2093,298.8,0.32,0.55,2023/11/22,1700000,NPP,nominal,0.16,VIIRS,NASA
82127,24.58353,120.80254,326.23,0.48,0.4,2023/11/21,450000,NPP,nominal,2.07,VIIRS,NASA
82128,24.58208,120.80659,301.56,0.55,0.43,2023/11/21,1717000,NPP,nominal,0.91,VIIRS,NASA
82126,23.117205,120.26199,328.01,0.54,0.42,2023/11/21,450000,NPP,low,1.87,VIIRS,NASA
82125,22.64417,120.286635,332.78,0.54,0.42,2023/11/21,450000,NPP,nominal,4.5,VIIRS,NASA
82127,24.58353,120.80254,326.23,0.48,0.4,2023/11/21,450000,NPP,nominal,2.07,VIIRS,NASA
82128,24.58208,120.80659,301.56,0.55,0.43,2023/11/21,1717000,NPP,nominal,0.91,VIIRS,NASA
82126,23.117205,120.26199,328.01,0.54,0.42,2023/11/21,450000,NPP,low,1.87,VIIRS,NASA
82125,22.64417,120.286635,332.78,0.54,0.42,2023/11/21,450000,NPP,nominal,4.5,VIIRS,NASA
82127,24.58353,120.80254,326.23,0.48,0.4,2023/11/21,450000,NPP,nominal,2.07,VIIRS,NASA
82128,24.58208,120.80659,301.56,0.55,0.43,2023/11/21,1717000,NPP,nominal,0.91,VIIRS,NASA
82126,23.117205,120.26199,328.01,0.54,0.42,2023/11/21,450000,NPP,low,1.87,VIIRS,NASA
82125,22.64417,120.286635,332.78,0.54,0.42,2023/11/21,450000,NPP,nominal,4.5,VIIRS,NASA
82127,24.58353,120.80254,326.23,0.48,0.4,2023/11/21,450000,NPP,nominal,2.07,VIIRS,NASA
82128,24.58208,120.80659,301.56,0.55,0.43,2023/11/21,1717000,NPP,nominal,0.91,VIIRS,NASA
82126,23.117205,120.26199,328.01,0.54,0.42,2023/11/21,450000,NPP,low,1.87,VIIRS,NASA
82125,22.64417,120.286635,332.78,0.54,0.42,2023/11/21,450000,NPP,nominal,4.5,VIIRS,NASA
82127,24.58353,120.80254,326.23,0.48,0.4,2023/11/21,450000,NPP,nominal,2.07,VIIRS,NASA
82128,24.58208,120.80659,301.56,0.55,0.43,2023/11/21,1717000,NPP,nominal,0.91,VIIRS,NASA
82126,23.117205,120.26199,328.01,0.54,0.42,2023/11/21,450000,NPP,low,1.87,VIIRS,NASA
82125,22.64417,120.286635,332.78,0.54,0.42,2023/11/21,450000,NPP,nominal,4.5,VIIRS,NASA
82127,24.58353,120.80254,326.23,0.48,0.4,2023/11/21,450000,NPP,nominal,2.07,VIIRS,NASA
82128,24.58208,120.80659,301.56,0.55,0.43,2023/11/21,1717000,NPP,nominal,0.91,VIIRS,NASA
82126,23.117205,120.26199,328.01,0.54,0.42,2023/11/21,450000,NPP,low,1.87,VIIRS,NASA
82125,22.64417,120.286635,332.78,0.54,0.42,2023/11/21,450000,NPP,nominal,4.5,VIIRS,NASA
82127,24.58353,120.80254,326.23,0.48,0.4,2023/11/21,450000,NPP,nominal,2.07,VIIRS,NASA
82128,24.58208,120.80659,301.56,0.55,0.43,2023/11/21,1717000,NPP,nominal,0.91,VIIRS,NASA
82126,23.117205,120.26199,328.01,0.54,0.42,2023/11/21,450000,NPP,low,1.87,VIIRS,NASA
82125,22.64417,120.286635,332.78,0.54,0.42,2023/11/21,450000,NPP,nominal,4.5,VIIRS,NASA
82127,24.58353,120.80254,326.23,0.48,0.4,2023/11/21,450000,NPP,nominal,2.07,VIIRS,NASA
82128,24.58208,120.80659,301.56,0.55,0.43,2023/11/21,1717000,NPP,nominal,0.91,VIIRS,NASA
82126,23.117205,120.26199,328.01,0.54,0.42,2023/11/21,450000,NPP,low,1.87,VIIRS,NASA
82125,22.64417,120.286635,332.78,0.54,0.42,2023/11/21,450000,NPP,nominal,4.5,VIIRS,NASA
82127,24.58353,120.80254,326.23,0.48,0.4,2023/11/21,450000,NPP,nominal,2.07,VIIRS,NASA
82128,24.58208,120.80659,301.56,0.55,0.43,2023/11/21,1717000,NPP,nominal,0.91,VIIRS,NASA
82126,23.117205,120.26199,328.01,0.54,0.42,2023/11/21,450000,NPP,low,1.87,VIIRS,NASA
82125,22.64417,120.286635,332.78,0.54,0.42,2023/11/21,450000,NPP,nominal,4.5,VIIRS,NASA
82127,24.58353,120.80254,326.23,0.48,0.4,2023/11/21,450000,NPP,nominal,2.07,VIIRS,NASA
82128,24.58208,120.80659,301.56,0.55,0.43,2023/11/21,1717000,NPP,nominal,0.91,VIIRS,NASA
82126,23.117205,120.26199,328.01,0.54,0.42,2023/11/21,450000,NPP,low,1.87,VIIRS,NASA
82125,22.64417,120.286635,332.78,0.54,0.42,2023/11/21,450000,NPP,nominal,4.5,VIIRS,NASA
82115,24.58373,120.80373,345.32,0.39,0.36,2023/11/20,510000,NPP,nominal,36.46,VIIRS,NASA
82116,24.58178,120.8058,329.43,0.38,0.36,2023/11/20,1738000,NPP,nominal,3.87,VIIRS,NASA
82115,24.58373,120.80373,345.32,0.39,0.36,2023/11/20,510000,NPP,nominal,36.46,VIIRS,NASA
82116,24.58178,120.8058,329.43,0.38,0.36,2023/11/20,1738000,NPP,nominal,3.87,VIIRS,NASA
82115,24.58373,120.80373,345.32,0.39,0.36,2023/11/20,510000,NPP,nominal,36.46,VIIRS,NASA
82116,24.58178,120.8058,329.43,0.38,0.36,2023/11/20,1738000,NPP,nominal,3.87,VIIRS,NASA
82115,24.58373,120.80373,345.32,0.39,0.36,2023/11/20,510000,NPP,nominal,36.46,VIIRS,NASA
82116,24.58178,120.8058,329.43,0.38,0.36,2023/11/20,1738000,NPP,nominal,3.87,VIIRS,NASA
82115,24.58373,120.80373,345.32,0.39,0.36,2023/11/20,510000,NPP,nominal,36.46,VIIRS,NASA
82116,24.58178,120.8058,329.43,0.38,0.36,2023/11/20,1738000,NPP,nominal,3.87,VIIRS,NASA
82115,24.58373,120.80373,345.32,0.39,0.36,2023/11/20,510000,NPP,nominal,36.46,VIIRS,NASA
82116,24.58178,120.8058,329.43,0.38,0.36,2023/11/20,1738000,NPP,nominal,3.87,VIIRS,NASA
82115,24.58373,120.80373,345.32,0.39,0.36,2023/11/20,510000,NPP,nominal,36.46,VIIRS,NASA
82116,24.58178,120.8058,329.43,0.38,0.36,2023/11/20,1738000,NPP,nominal,3.87,VIIRS,NASA
82115,24.58373,120.80373,345.32,0.39,0.36,2023/11/20,510000,NPP,nominal,36.46,VIIRS,NASA
82116,24.58178,120.8058,329.43,0.38,0.36,2023/11/20,1738000,NPP,nominal,3.87,VIIRS,NASA
82115,24.58373,120.80373,345.32,0.39,0.36,2023/11/20,510000,NPP,nominal,36.46,VIIRS,NASA
82116,24.58178,120.8058,329.43,0.38,0.36,2023/11/20,1738000,NPP,nominal,3.87,VIIRS,NASA
82115,24.58373,120.80373,345.32,0.39,0.36,2023/11/20,510000,NPP,nominal,36.46,VIIRS,NASA
82116,24.58178,120.8058,329.43,0.38,0.36,2023/11/20,1738000,NPP,nominal,3.87,VIIRS,NASA
82111,24.06528,120.63128,337.25,0.39,0.44,2023/11/19,527000,NPP,nominal,2.81,VIIRS,NASA
82110,23.85426,120.47219,326.1,0.57,0.43,2023/11/19,527000,NPP,nominal,1.71,VIIRS,NASA
82109,23.601335,120.175,327.38,0.54,0.42,2023/11/19,527000,NPP,nominal,3.65,VIIRS,NASA
82111,24.06528,120.63128,337.25,0.39,0.44,2023/11/19,527000,NPP,nominal,2.81,VIIRS,NASA
82110,23.85426,120.47219,326.1,0.57,0.43,2023/11/19,527000,NPP,nominal,1.71,VIIRS,NASA
82109,23.601335,120.175,327.38,0.54,0.42,2023/11/19,527000,NPP,nominal,3.65,VIIRS,NASA
82111,24.06528,120.63128,337.25,0.39,0.44,2023/11/19,527000,NPP,nominal,2.81,VIIRS,NASA
82110,23.85426,120.47219,326.1,0.57,0.43,2023/11/19,527000,NPP,nominal,1.71,VIIRS,NASA
82109,23.601335,120.175,327.38,0.54,0.42,2023/11/19,527000,NPP,nominal,3.65,VIIRS,NASA
82111,24.06528,120.63128,337.25,0.39,0.44,2023/11/19,527000,NPP,nominal,2.81,VIIRS,NASA
82110,23.85426,120.47219,326.1,0.57,0.43,2023/11/19,527000,NPP,nominal,1.71,VIIRS,NASA
82109,23.601335,120.175,327.38,0.54,0.42,2023/11/19,527000,NPP,nominal,3.65,VIIRS,NASA
82111,24.06528,120.63128,337.25,0.39,0.44,2023/11/19,527000,NPP,nominal,2.81,VIIRS,NASA
82110,23.85426,120.47219,326.1,0.57,0.43,2023/11/19,527000,NPP,nominal,1.71,VIIRS,NASA
